ncid,vote_method_2020
BL440661,Absentee
BL440664,Absentee
BL440670,Absentee
BL440671,Absentee
BL440678,Absentee
BL440679,Absentee
BL440683,Absentee
BL440688,Absentee
BL440691,Absentee
BL440694,Absentee
BL440703,Absentee
BL440721,Absentee
BL440722,Absentee
BL440728,Absentee
BL440753,Absentee
BL440756,Absentee
BL440773,In-Person
BL440786,Absentee
BL440789,Absentee
BL440791,Absentee
BL440793,Absentee
BL440803,Absentee
BL440805,In-Person
BL440814,Absentee
BL440819,Absentee
BL440820,Absentee
BL440821,Absentee
BL440838,Absentee
BL44084,Absentee
BL440840,Absentee
BL440846,Absentee
BL440848,Absentee
BL440849,Absentee
BL440854,Absentee
BL440855,Absentee
BL440856,Absentee
BL440862,Absentee
BL440864,Absentee
BL440865,Absentee
BL440868,Absentee
BL44087,Absentee
BL440870,Absentee
BL440872,Absentee
BL440877,Absentee
BL440879,Absentee
BL440880,Absentee
BL440884,Absentee
BL440885,In-Person
BL440905,Absentee
BL440909,Absentee
BL440915,Absentee
BL440917,Absentee
BL440922,Absentee
BL440924,Absentee
BL440929,Absentee
BL440930,Absentee
BL440932,Absentee
BL440933,Absentee
BL440935,Absentee
BL440938,Absentee
BL440943,Absentee
BL440944,Absentee
BL440949,Absentee
BL440952,Absentee
BL440953,Absentee
BL440956,Absentee
BL440958,Absentee
BL440961,Absentee
BL440962,Absentee
BL440963,Absentee
BL440965,Absentee
BL440976,Absentee
BL440980,In-Person
BL440983,Absentee
BL440988,Absentee
BL440999,Absentee
BL441003,Absentee
BL441004,Absentee
BL441007,In-Person
BL441008,Absentee
BL441010,Absentee
BL441011,Absentee
BL441019,Absentee
BL441023,Absentee
BL441028,Absentee
BL441034,Absentee
BL441038,In-Person
BL441040,Absentee
BL441041,Absentee
BL441043,Absentee
BL441044,Absentee
BL441045,Absentee
BL441047,In-Person
BL441064,Absentee
BL441067,Absentee
BL441093,In-Person
BL441096,In-Person
BL441099,Absentee
BL44110,Absentee
BL441104,Absentee
BL441107,Other
BL441108,Absentee
BL441109,Absentee
BL441113,Absentee
BL441119,Absentee
BL441124,Absentee
BL441132,Absentee
BL441138,Absentee
BL441160,Absentee
BL441166,Absentee
BL441167,Absentee
BL441168,Absentee
BL44118,Absentee
BL441180,Absentee
BL441189,Absentee
BL441190,Absentee
BL441205,Absentee
BL441206,Absentee
BL441207,Absentee
BL441208,Absentee
BL441211,Absentee
BL441214,Absentee
BL441215,Absentee
BL441220,Absentee
BL441222,Absentee
BL441225,Absentee
BL441230,Absentee
BL441236,Absentee
BL441242,Absentee
BL441244,Absentee
BL441247,Absentee
BL441249,In-Person
BL441253,Absentee
BL441254,Absentee
BL441255,Absentee
BL441259,Absentee
BL441261,Absentee
BL441265,Absentee
BL441282,Absentee
BL441283,In-Person
BL441296,Absentee
BL441297,Absentee
BL441298,Absentee
BL441307,Absentee
BL441326,In-Person
BL441339,Absentee
BL441340,Absentee
BL441348,Absentee
BL441360,Absentee
BL441361,Absentee
BL441363,Absentee
BL441364,Absentee
BL441365,Absentee
BL441370,Absentee
BL441379,Absentee
BL44138,Absentee
BL441380,Absentee
BL441388,Absentee
BL441396,Absentee
BL44141,Absentee
BL441429,In-Person
BL441443,Absentee
BL441448,In-Person
BL44145,Absentee
BL441460,Absentee
BL441467,Absentee
BL441468,Absentee
BL441469,Absentee
BL441470,Absentee
BL441474,Absentee
BL441480,Absentee
BL441500,In-Person
BL441502,Absentee
BL441512,Absentee
BL441518,Absentee
BL44152,Absentee
BL441523,Absentee
BL441530,Absentee
BL441534,Absentee
BL441537,Absentee
BL44154,Absentee
BL441541,Absentee
BL441542,Absentee
BL441544,Absentee
BL441548,Absentee
BL441549,Absentee
BL441551,Absentee
BL441553,Absentee
BL441556,Absentee
BL441557,Absentee
BL441560,Absentee
BL441568,In-Person
BL441569,In-Person
BL441580,In-Person
BL441582,Absentee
BL441592,Absentee
BL4416,Absentee
BL44160,Absentee
BL441602,Absentee
BL441603,In-Person
BL441604,In-Person
BL441605,Absentee
BL441610,Absentee
BL441615,Absentee
BL441625,Absentee
BL441630,Absentee
BL441632,Absentee
BL441642,Absentee
BL441650,Absentee
BL44166,Absentee
BL441669,Absentee
BL441670,Absentee
BL441671,Absentee
BL441672,Absentee
BL441677,Absentee
BL441678,Absentee
BL441683,Absentee
BL441684,Absentee
BL441701,Absentee
BL441704,Absentee
BL441707,Absentee
BL441709,Absentee
BL44172,In-Person
BL441749,Absentee
BL441754,Absentee
BL441772,Absentee
BL441778,Absentee
BL441784,Other
BL44179,Absentee
BL441814,Absentee
BL441828,Absentee
BL441840,Absentee
BL441848,Absentee
BL44185,Absentee
BL441850,Absentee
BL441859,Absentee
BL44186,Absentee
BL441861,Other
BL441865,Absentee
BL441868,Absentee
BL441869,Absentee
BL441873,Absentee
BL441883,Absentee
BL441888,Absentee
BL441891,Absentee
BL441894,Absentee
BL441907,Absentee
BL441930,In-Person
BL441931,Absentee
BL441942,Absentee
BL441988,Absentee
BL441998,Absentee
BL4420,Absentee
BL442004,Absentee
BL442007,Absentee
BL442009,Absentee
BL442017,Absentee
BL442018,Absentee
BL44202,Absentee
BL442021,Absentee
BL442028,Absentee
BL442031,Other
BL442036,Absentee
BL442037,Absentee
BL442038,Absentee
BL44204,Absentee
BL442042,Absentee
BL442045,In-Person
BL442048,Absentee
BL44205,Absentee
BL442052,Absentee
BL442053,Absentee
BL442054,In-Person
BL442068,In-Person
BL442087,In-Person
BL442088,Absentee
BL442092,Absentee
BL442096,Absentee
BL442097,Absentee
BL442100,Absentee
BL442103,Absentee
BL442106,Absentee
BL442112,Absentee
BL442114,Absentee
BL442115,Absentee
BL442117,Absentee
BL442119,Absentee
BL442120,In-Person
BL442121,Absentee
BL442130,Absentee
BL442131,Absentee
BL442136,Absentee
BL442137,Absentee
BL442138,Absentee
BL442139,Absentee
BL442158,Absentee
BL442161,Absentee
BL442162,Absentee
BL442164,Absentee
BL442172,Absentee
BL442195,Absentee
BL442205,Absentee
BL442214,Absentee
BL442215,Absentee
BL442217,Absentee
BL442224,Absentee
BL442235,Absentee
BL442261,Absentee
BL442285,Absentee
BL4423,Absentee
BL442312,Absentee
BL442359,Absentee
BL442365,Other
BL442368,Absentee
BL442371,Absentee
BL442389,Absentee
BL44239,Absentee
BL442394,Absentee
BL442422,Absentee
BL442426,Absentee
BL442427,In-Person
BL442442,Absentee
BL442448,Absentee
BL442461,In-Person
BL442462,Absentee
BL442469,Absentee
BL44247,Absentee
BL442474,Absentee
BL442475,Absentee
BL442484,In-Person
BL442489,Absentee
BL442494,Absentee
BL442499,Absentee
BL442500,Absentee
BL442501,Absentee
BL442504,Absentee
BL442505,Absentee
BL442509,Absentee
BL442510,Absentee
BL442522,Absentee
BL442523,Absentee
BL442528,Absentee
BL442538,Absentee
BL442539,In-Person
BL442544,In-Person
BL442548,Absentee
BL44255,Absentee
BL442551,Absentee
BL442552,Absentee
BL442563,Absentee
BL442566,Absentee
BL442573,Absentee
BL442579,Other
BL442580,In-Person
BL442584,Absentee
BL442586,In-Person
BL442597,Absentee
BL442607,In-Person
BL442611,Absentee
BL442614,Absentee
BL442616,Absentee
BL442627,Other
BL442629,Absentee
BL442637,Absentee
BL442639,Absentee
BL442642,Absentee
BL442644,Absentee
BL442645,Absentee
BL442646,Absentee
BL442649,Absentee
BL442662,Other
BL44267,Absentee
BL44268,Absentee
BL442680,Absentee
BL442683,Absentee
BL442685,Absentee
BL442705,Absentee
BL44271,Absentee
BL442710,Absentee
BL442712,Absentee
BL44272,Absentee
BL442720,Absentee
BL442722,Absentee
BL442727,Absentee
BL442734,Absentee
BL442737,Absentee
BL442740,Absentee
BL442742,Absentee
BL442744,Absentee
BL442757,Other
BL442761,Absentee
BL442763,Absentee
BL442766,Absentee
BL442767,Absentee
BL442768,Absentee
BL442780,Absentee
BL442790,Absentee
BL442798,In-Person
BL442804,In-Person
BL442809,Absentee
BL442810,In-Person
BL442811,Absentee
BL442812,Absentee
BL442814,Absentee
BL442820,Absentee
BL442822,Absentee
BL442825,Absentee
BL442826,Absentee
BL442827,In-Person
BL442829,Absentee
BL442835,Absentee
BL442836,Absentee
BL442838,Absentee
BL442840,Absentee
BL442843,In-Person
BL442845,Absentee
BL442848,Absentee
BL442853,Absentee
BL442854,Absentee
BL442855,Absentee
BL442857,Absentee
BL442859,Absentee
BL44286,Absentee
BL442861,Absentee
BL442864,Absentee
BL442865,Absentee
BL442866,Absentee
BL442869,Absentee
BL442872,Absentee
BL442874,Absentee
BL442884,Absentee
BL442886,Absentee
BL44289,Absentee
BL442897,Absentee
BL442899,Absentee
BL442906,Absentee
BL442908,Absentee
BL442912,Absentee
BL442914,Absentee
BL442915,Absentee
BL442919,Absentee
BL442925,In-Person
BL442929,Absentee
BL442934,Absentee
BL442935,Absentee
BL442949,Absentee
BL44295,Absentee
BL442951,Absentee
BL442952,In-Person
BL442955,Absentee
BL442968,Absentee
BL442971,Absentee
BL442974,Absentee
BL442977,Absentee
BL442979,Absentee
BL442990,Absentee
BL442994,Absentee
BL4430,Absentee
BL443007,Absentee
BL443011,Other
BL443028,Absentee
BL443030,Absentee
BL443037,Absentee
BL443039,Absentee
BL443051,Absentee
BL443054,In-Person
BL443058,Absentee
BL443060,Absentee
BL443070,Absentee
BL443083,Absentee
BL443099,Absentee
BL443105,Absentee
BL443106,Absentee
BL443108,Absentee
BL443109,Absentee
BL443116,Other
BL443119,Absentee
BL443120,Absentee
BL443123,Absentee
BL443125,Absentee
BL443127,In-Person
BL443128,Absentee
BL443130,Absentee
BL443143,Absentee
BL443146,In-Person
BL443159,Absentee
BL443164,Absentee
BL443169,Absentee
BL443179,Absentee
BL443188,Absentee
BL443190,Absentee
BL443191,Other
BL443200,Absentee
BL443202,Absentee
BL443204,Absentee
BL443208,Absentee
BL443213,Absentee
BL443219,Absentee
BL443221,Absentee
BL443226,In-Person
BL443231,In-Person
BL443237,Absentee
BL443249,Absentee
BL443253,Absentee
BL443261,Absentee
BL443262,Absentee
BL443264,Absentee
BL443265,Absentee
BL443271,Absentee
BL443274,Absentee
BL443282,Absentee
BL443295,Absentee
BL443300,Absentee
BL443302,Absentee
BL443303,Absentee
BL443305,Absentee
BL443318,Absentee
BL443322,Absentee
BL443325,Absentee
BL443340,Absentee
BL443341,Absentee
BL443355,Absentee
BL443358,Absentee
BL443359,Absentee
BL443361,Absentee
BL443362,Absentee
BL443364,Absentee
BL443367,Absentee
BL443369,In-Person
BL443371,Absentee
BL443378,Absentee
BL443381,Absentee
BL443383,Absentee
BL443384,Absentee
BL443393,Absentee
BL443394,Absentee
BL443407,Absentee
BL443413,Absentee
BL443429,Absentee
BL443432,Absentee
BL443434,Absentee
BL443435,Absentee
BL443437,Absentee
BL443443,Absentee
BL443448,Absentee
BL443454,Absentee
BL443469,Absentee
BL44347,Absentee
BL443474,Absentee
BL443480,Absentee
BL443482,Absentee
BL443488,Absentee
BL443492,Absentee
BL443498,Absentee
BL443501,In-Person
BL443502,Absentee
BL443504,Absentee
BL443506,In-Person
BL443507,Absentee
BL443508,Absentee
BL443510,Absentee
BL443513,Absentee
BL443516,Absentee
BL443525,Absentee
BL443539,Absentee
BL443540,Absentee
BL443542,Absentee
BL443543,Other
BL443545,Absentee
BL443555,Absentee
BL443558,Absentee
BL443566,Absentee
BL443569,Absentee
BL443571,Absentee
BL443573,Absentee
BL443578,Absentee
BL443585,Absentee
BL443587,Absentee
BL443589,Absentee
BL44359,Absentee
BL443595,Absentee
BL443601,Absentee
BL443603,Absentee
BL443606,In-Person
BL44362,Absentee
BL443624,Absentee
BL443625,In-Person
BL44363,Absentee
BL443631,Absentee
BL443637,Absentee
BL443641,Absentee
BL443645,Absentee
BL443646,Absentee
BL443647,Absentee
BL443648,Absentee
BL44365,Absentee
BL443652,In-Person
BL443655,Absentee
BL443658,Absentee
BL443665,Absentee
BL443666,Absentee
BL443669,Absentee
BL443673,Absentee
BL443676,Absentee
BL443680,Absentee
BL443681,Absentee
BL443707,In-Person
BL443710,Absentee
BL443713,Absentee
BL443720,Absentee
BL443733,Absentee
BL443738,Absentee
BL443743,Absentee
BL443746,Absentee
BL443752,Absentee
BL443753,In-Person
BL443759,Absentee
BL443762,Absentee
BL443763,Absentee
BL443768,Absentee
BL443771,Absentee
BL443780,Absentee
BL443784,Absentee
BL4438,Absentee
BL443805,Absentee
BL443807,Absentee
BL443808,Absentee
BL44381,Absentee
BL443810,Absentee
BL443812,Absentee
BL443825,Absentee
BL443829,Absentee
BL443831,Absentee
BL443832,Absentee
BL443837,Absentee
BL443839,Absentee
BL443840,Absentee
BL443848,Absentee
BL443850,Absentee
BL443852,Absentee
BL443853,Absentee
BL443854,Absentee
BL443857,Absentee
BL443859,Absentee
BL443865,Absentee
BL443866,In-Person
BL443870,Absentee
BL443871,Absentee
BL443875,Absentee
BL443879,Absentee
BL44388,Absentee
BL443882,Absentee
BL443886,Absentee
BL443888,Absentee
BL443890,Absentee
BL443892,Absentee
BL443894,Absentee
BL443897,Absentee
BL443901,Absentee
BL443904,Absentee
BL443909,Absentee
BL443910,Absentee
BL443918,Absentee
BL443919,Absentee
BL443920,Absentee
BL443923,Absentee
BL443926,Absentee
BL443931,Absentee
BL443934,Absentee
BL443936,Absentee
BL443939,Absentee
BL443941,Absentee
BL443943,In-Person
BL443949,Absentee
BL443956,Absentee
BL44396,Absentee
BL443967,Absentee
BL443968,Absentee
BL443973,Absentee
BL443983,Absentee
BL443984,Absentee
BL443993,In-Person
BL44400,Absentee
BL444001,Absentee
BL444005,Absentee
BL44402,Absentee
BL444020,Absentee
BL444022,Absentee
BL444033,Absentee
BL444035,Absentee
BL444043,Absentee
BL444046,Absentee
BL444050,Absentee
BL444057,In-Person
BL444062,Absentee
BL444063,Absentee
BL444066,Absentee
BL444067,Absentee
BL444068,Absentee
BL44407,Absentee
BL444075,Absentee
BL444077,Absentee
BL444078,Absentee
BL444081,Absentee
BL444083,Absentee
BL444091,Absentee
BL444092,Absentee
BL444093,Absentee
BL444096,Absentee
BL444097,Absentee
BL444098,Absentee
BL4441,Absentee
BL444126,Absentee
BL444131,Absentee
BL444138,Absentee
BL444148,Absentee
BL444151,Absentee
BL444153,Other
BL444155,Absentee
BL444164,Absentee
BL44417,Absentee
BL444170,Absentee
BL444173,Absentee
BL444178,Absentee
BL444186,In-Person
BL444190,Absentee
BL444195,Absentee
BL444206,Absentee
BL444207,Absentee
BL44421,Absentee
BL444220,Absentee
BL444222,Absentee
BL444223,Absentee
BL444226,In-Person
BL444230,Absentee
BL444241,Absentee
BL444245,Absentee
BL444251,Other
BL444252,Absentee
BL444254,Absentee
BL444266,Absentee
BL444268,Absentee
BL444269,Absentee
BL444271,In-Person
BL44428,Absentee
BL444281,Absentee
BL444282,Absentee
BL444286,Absentee
BL444287,Absentee
BL444288,Absentee
BL44429,Absentee
BL444294,Absentee
BL444297,Absentee
BL444301,Absentee
BL444303,In-Person
BL444307,In-Person
BL444314,In-Person
BL444315,In-Person
BL444318,Absentee
BL444319,Absentee
BL444323,Absentee
BL444332,Absentee
BL444339,Absentee
BL444343,Absentee
BL444344,Absentee
BL444346,Absentee
BL444350,Absentee
BL444353,Absentee
BL444354,Absentee
BL444367,Absentee
BL444376,Absentee
BL444379,Absentee
BL444382,Absentee
BL444391,Absentee
BL444392,Absentee
BL444400,Absentee
BL444407,In-Person
BL444410,Absentee
BL444412,Absentee
BL444413,Absentee
BL444414,In-Person
BL444419,Absentee
BL444422,Absentee
BL444424,Absentee
BL444427,Absentee
BL444431,Absentee
BL444433,Absentee
BL444434,Absentee
BL444446,Absentee
BL444447,Absentee
BL444456,Absentee
BL44446,Absentee
BL444463,Absentee
BL444483,Absentee
BL444486,Absentee
BL44449,Absentee
BL444491,Absentee
BL444495,Absentee
BL444499,Absentee
BL4445,Absentee
BL444509,Absentee
BL444516,Absentee
BL444518,Absentee
BL444532,In-Person
BL444534,Absentee
BL444547,Absentee
BL444556,Absentee
BL444558,Absentee
BL444560,Absentee
BL444561,Absentee
BL444563,Absentee
BL444573,In-Person
BL444575,Absentee
BL444576,Absentee
BL444577,Absentee
BL444578,Absentee
BL444579,Absentee
BL444583,Absentee
BL44459,Absentee
BL444596,Absentee
BL44460,Absentee
BL444602,Other
BL444603,Absentee
BL444607,Absentee
BL444608,Absentee
BL444609,Absentee
BL444610,Absentee
BL444620,Absentee
BL444624,In-Person
BL444625,Absentee
BL444626,In-Person
BL44463,Absentee
BL444635,Absentee
BL444636,Absentee
BL444637,Absentee
BL444639,Absentee
BL444647,Absentee
BL444653,Absentee
BL444654,Absentee
BL444664,Absentee
BL444670,Absentee
BL444671,Absentee
BL444676,In-Person
BL444681,Absentee
BL444686,Absentee
BL444688,Absentee
BL444690,Absentee
BL444692,In-Person
BL444697,Absentee
BL444699,Absentee
BL444700,Absentee
BL444702,In-Person
BL444704,Absentee
BL444705,In-Person
BL444707,Absentee
BL444712,Absentee
BL444715,Absentee
BL444717,Absentee
BL444721,Absentee
BL444726,Absentee
BL444738,Absentee
BL444739,Absentee
BL444740,Absentee
BL444743,Absentee
BL444745,Absentee
BL444748,Absentee
BL44475,Absentee
BL444750,Absentee
BL444751,Absentee
BL444752,Absentee
BL44476,Absentee
BL444761,Absentee
BL444764,Absentee
BL444765,Absentee
BL444767,Absentee
BL444769,Absentee
BL444773,Absentee
BL444774,Absentee
BL444775,Absentee
BL44478,Absentee
BL444783,Absentee
BL444789,Absentee
BL44479,Absentee
BL444795,Absentee
BL444797,Absentee
BL444799,Absentee
BL444801,Absentee
BL444802,Absentee
BL444805,Absentee
BL444807,Absentee
BL444809,Absentee
BL444810,Absentee
BL444812,Absentee
BL444814,Absentee
BL444817,Absentee
BL444819,In-Person
BL444821,Absentee
BL444823,In-Person
BL444824,In-Person
BL444825,Absentee
BL444826,Absentee
BL444830,Absentee
BL444831,In-Person
BL44484,Absentee
BL444847,Absentee
BL444851,Absentee
BL444853,Absentee
BL444854,In-Person
BL444867,Absentee
BL444868,Absentee
BL444878,Absentee
BL444884,Absentee
BL444885,Absentee
BL444886,Absentee
BL444887,Absentee
BL444888,Absentee
BL444890,Absentee
BL444892,Absentee
BL444895,Absentee
BL444899,Absentee
BL444900,Absentee
BL444901,In-Person
BL444904,In-Person
BL444908,In-Person
BL444909,Absentee
BL444913,Absentee
BL444914,Absentee
BL444917,In-Person
BL444918,In-Person
BL444920,In-Person
BL444922,In-Person
BL444923,Absentee
BL444928,Absentee
BL444931,Absentee
BL444932,Absentee
BL444937,Absentee
BL444943,Absentee
BL444944,Absentee
BL444945,Absentee
BL444947,Absentee
BL444948,Absentee
BL444956,Absentee
BL444961,Absentee
BL444962,Absentee
BL444963,Absentee
BL444965,Absentee
BL44497,Absentee
BL444970,Absentee
BL444971,Absentee
BL444973,Absentee
BL444974,Absentee
BL444978,Absentee
BL444980,Absentee
BL444984,Absentee
BL444986,Absentee
BL444988,Absentee
BL444992,Absentee
BL444993,Absentee
BL444994,Absentee
BL445002,Absentee
BL445003,Absentee
BL445005,Absentee
BL445006,Absentee
BL445007,Absentee
BL445012,Absentee
BL445014,Absentee
BL445024,Absentee
BL445025,Absentee
BL445026,Absentee
BL445029,Absentee
BL445030,Absentee
BL445031,Absentee
BL445037,Absentee
BL44504,Absentee
BL445042,Absentee
BL445043,Absentee
BL445044,Absentee
BL445045,In-Person
BL445047,Absentee
BL445048,Absentee
BL44505,Absentee
BL445054,Absentee
BL445055,Absentee
BL445057,Absentee
BL445060,Absentee
BL445066,Absentee
BL445067,Absentee
BL445069,Absentee
BL445070,Absentee
BL445074,Absentee
BL445075,Absentee
BL445078,Absentee
BL445079,In-Person
BL44508,Absentee
BL445080,Absentee
BL445084,Absentee
BL445088,Absentee
BL445097,Absentee
BL445100,Absentee
BL445101,Absentee
BL445103,Absentee
BL445105,Absentee
BL445113,In-Person
BL445115,Absentee
BL445119,Absentee
BL445125,Absentee
BL445127,Absentee
BL44513,Absentee
BL445132,In-Person
BL445138,Absentee
BL445139,Absentee
BL445143,Absentee
BL445144,Absentee
BL445147,Absentee
BL44515,In-Person
BL445154,Absentee
BL445157,Absentee
BL445158,Absentee
BL445160,Absentee
BL445161,In-Person
BL445164,In-Person
BL445166,Absentee
BL445175,Absentee
BL445177,Other
BL445178,Absentee
BL445179,Absentee
BL445180,Absentee
BL445191,Absentee
BL445193,Other
BL445194,Absentee
BL445199,Absentee
BL445201,Absentee
BL445203,Absentee
BL445205,Absentee
BL445206,Absentee
BL445213,Absentee
BL445215,Absentee
BL445218,In-Person
BL445222,Absentee
BL445224,In-Person
BL445232,Absentee
BL445237,Absentee
BL445238,Absentee
BL445239,Absentee
BL445240,Absentee
BL445242,Other
BL445243,Absentee
BL445248,Absentee
BL445251,Absentee
BL445253,Absentee
BL445256,Absentee
BL445259,Absentee
BL445261,Absentee
BL445262,Absentee
BL445263,Absentee
BL445264,Absentee
BL445265,In-Person
BL445267,Absentee
BL445269,Absentee
BL445271,Absentee
BL445274,Absentee
BL445277,Absentee
BL445279,Absentee
BL445283,Absentee
BL445286,Absentee
BL445292,Absentee
BL445296,Absentee
BL445297,Absentee
BL44530,Absentee
BL445300,Absentee
BL445304,Absentee
BL445305,Absentee
BL445307,Absentee
BL445308,Absentee
BL445309,Absentee
BL445310,Absentee
BL445311,Absentee
BL445314,In-Person
BL445315,Absentee
BL445316,Absentee
BL445318,Absentee
BL445319,Absentee
BL445322,Absentee
BL445323,Absentee
BL445324,Absentee
BL445325,Absentee
BL445326,Absentee
BL445327,Absentee
BL445328,Absentee
BL445331,Absentee
BL445332,In-Person
BL445334,Absentee
BL445336,Absentee
BL445338,Absentee
BL445343,Absentee
BL445344,In-Person
BL445346,Absentee
BL445348,In-Person
BL445349,Absentee
BL44535,In-Person
BL445351,In-Person
BL445352,Absentee
BL445353,Absentee
